year,period_end,region_code,org_code,org_name,available_total,available_general_and_acute,available_learning_disabilities,available_maternity,available_mental_illness,occupied_total,occupied_general_and_acute,occupied_learning_disabilities,occupied_maternity,occupied_mental_illness,%_occupied_total,%_occupied_general_and_acute,%_occupied_learning_disabilities,%_occupied_maternity,%_occupied_mental_illness,source_file,quarter,period,occupancy_rate
2021,September,Y56,RQY,SOUTH WEST LONDON AND ST GEORGE'S MENTAL HEALTH NHS TRUST,369.3369565,-,-,-,369.3369565,319.4891304,-,-,-,319.4891304,0.865034286,-,-,-,0.865034286,2021-Q2.csv,Q2,2021_Q2,0.865034285839197
2021,September,Y56,RRP,"BARNET, ENFIELD AND HARINGEY MENTAL HEALTH NHS TRUST",483.4891304,-,-,-,483.4891304,479.8804348,-,-,-,479.8804348,0.992536139,-,-,-,0.992536139,2021-Q2.csv,Q2,2021_Q2,0.9925361391330256
2021,September,Y56,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,649.1847826,554.6413043,-,82.70652174,11.83695652,558.4891304,508,-,42.63043478,7.858695652,0.86029301,0.915907265,-,0.515442239,0.663911846,2021-Q2.csv,Q2,2021_Q2,0.8602930095854038
2021,September,Y56,RV3,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,709.5543478,73.07608696,9.77173913,-,626.7065217,638.25,65.61956522,9.467391304,-,563.1630435,0.899508265,0.897962219,0.968854283,-,0.898607281,2021-Q2.csv,Q2,2021_Q2,0.8995082645591818
2021,September,Y56,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,772.7934783,677.7934783,-,95,-,570.8913043,535.0434783,-,35.84782609,-,0.738737218,0.789390125,-,0.377345538,-,2021-Q2.csv,Q2,2021_Q2,0.7387372180674368
2021,September,Y56,RWK,EAST LONDON NHS FOUNDATION TRUST,869.0,27,-,-,842,766.9130435,17.66304348,-,-,749.25,0.88252364,0.654186795,-,-,0.889845606,2021-Q2.csv,Q2,2021_Q2,0.8825236403912543
2021,September,Y56,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,1154.119565,1012.967391,-,141.1521739,-,899.5869565,820.0108696,-,79.57608696,-,0.779457331,0.80951359,-,0.563760973,-,2021-Q2.csv,Q2,2021_Q2,0.7794573316153773
2021,September,Y56,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,,-,-,-,-,,-,-,-,-,-,-,-,-,-,2021-Q2.csv,Q2,2021_Q2,
2021,September,Y56,TAF,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,194.0,-,-,-,194,170.4347826,-,-,-,170.4347826,0.878529807,-,-,-,0.878529807,2021-Q2.csv,Q2,2021_Q2,0.8785298072164949
2021,September,Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,1185.478261,1125.478261,-,60,-,990.2934783,957.3586957,-,32.93478261,-,0.835353554,0.850623889,-,0.548913043,-,2021-Q2.csv,Q2,2021_Q2,0.8353535538177195
2021,September,Y58,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,351.5869565,335.5869565,-,16,-,318.8152174,308.5978261,-,10.2173913,-,0.906789093,0.919576343,-,0.638586957,-,2021-Q2.csv,Q2,2021_Q2,0.9067890930134662
2021,September,Y58,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,964.0434783,891.9782609,-,72.06521739,-,900.3152174,852.4565217,-,47.85869565,-,0.933894827,0.955692038,-,0.664102564,-,2021-Q2.csv,Q2,2021_Q2,0.9338948270130112
2021,September,Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,367.0217391,347.0217391,-,20,-,311.1086957,301.3043478,-,9.804347826,-,0.847657407,0.868257846,-,0.490217391,-,2021-Q2.csv,Q2,2021_Q2,0.84765740705957
2021,September,Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,336.173913,304.173913,-,32,-,286.8695652,274.7173913,-,12.15217391,-,0.853336782,0.903158948,-,0.379755435,-,2021-Q2.csv,Q2,2021_Q2,0.8533367822624595
2021,September,Y58,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,303.8586957,288.2065217,-,15.65217391,-,237.4456522,231.673913,-,5.77173913,-,0.781434448,0.803846879,-,0.36875,-,2021-Q2.csv,Q2,2021_Q2,0.781434448183212
2021,September,Y58,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,586.6847826,559.4130435,-,27.27173913,-,533.5108696,506.2391304,-,27.27173913,-,0.909365447,0.904946955,-,1,-,2021-Q2.csv,Q2,2021_Q2,0.9093654470389532
2021,September,Y58,RDY,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,197.9130435,-,-,-,197.9130435,166.5869565,-,-,-,166.5869565,0.841717926,-,-,-,0.841717926,2021-Q2.csv,Q2,2021_Q2,0.8417179259839942
2021,September,Y58,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,664.7282609,613.6086957,-,51.11956522,-,601.3478261,573.4130435,-,27.93478261,-,0.904652113,0.934493021,-,0.546459707,-,2021-Q2.csv,Q2,2021_Q2,0.904652113460338
2021,September,Y58,RH5,SOMERSET NHS FOUNDATION TRUST,969.1630435,798.2282609,-,36,134.9347826,847.3369565,709.3586957,-,22.72826087,115.25,0.874297635,0.888666476,-,0.63134058,0.85411632,2021-Q2.csv,Q2,2021_Q2,0.8742976346270472
2021,September,Y58,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,863.4347826,815.4347826,-,48,-,724.0,704.423913,-,19.57608696,-,0.838511506,0.86386297,-,0.407835145,-,2021-Q2.csv,Q2,2021_Q2,0.8385115061265775
2021,September,Y58,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,308.7826087,191.8913043,-,-,116.8913043,284.1847826,178.326087,-,-,105.8586957,0.920339341,0.929307806,-,-,0.905616515,2021-Q2.csv,Q2,2021_Q2,0.9203393409895756
2021,September,Y58,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,1026.086957,968.0869565,-,58,-,885.826087,851.9021739,-,33.92391304,-,0.863305085,0.879985179,-,0.584895052,-,2021-Q2.csv,Q2,2021_Q2,0.8633050843857477
2021,September,Y58,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,585.8478261,555.8478261,-,30,-,534.9673913,515.2391304,-,19.72826087,-,0.913150766,0.926942782,-,0.657608696,-,2021-Q2.csv,Q2,2021_Q2,0.9131507662344469
2021,September,Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,447.6304348,423.6304348,-,24,-,410.0326087,391.6195652,-,18.41304348,-,0.916006993,0.924436804,-,0.767210145,-,2021-Q2.csv,Q2,2021_Q2,0.9160069933207322
2021,September,Y58,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,928.6195652,883.1195652,-,45.5,-,882.1847826,863.4782609,-,18.70652174,-,0.949995903,0.977759179,-,0.411132346,-,2021-Q2.csv,Q2,2021_Q2,0.9499959032308357
2021,September,Y58,RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,161.6630435,-,6,-,155.6630435,145.1086957,-,6,-,139.1086957,0.897599677,-,1,-,0.893652678,2021-Q2.csv,Q2,2021_Q2,0.897599677442668
2021,September,Y58,RVJ,NORTH BRISTOL NHS TRUST,930.8586957,868.3478261,-,54.40217391,8.108695652,874.9021739,824.4347826,-,47.65217391,2.815217391,0.939887201,0.949429201,-,0.875924076,0.347184987,2021-Q2.csv,Q2,2021_Q2,0.93988720086251
2021,September,Y58,RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,555.3043478,-,5,-,550.3043478,428.173913,-,3.989130435,-,424.1847826,0.771061697,-,0.797826087,-,0.770818519,2021-Q2.csv,Q2,2021_Q2,0.7710616974211273
2021,September,Y58,RWV,DEVON PARTNERSHIP NHS TRUST,279.9565217,-,5,-,274.9565217,262.4565217,-,4.423913043,-,258.0326087,0.937490294,-,0.884782609,-,0.938448767,2021-Q2.csv,Q2,2021_Q2,0.9374902935151019
2021,September,Y59,R1C,SOLENT NHS TRUST,153.0434783,86.59782609,10,-,56.44565217,112.8913043,72.82608696,7.576086957,-,32.48913043,0.737642045,0.840968997,0.757608696,-,0.575582515,2021-Q2.csv,Q2,2021_Q2,0.7376420449534438
2021,September,Y59,R1F,ISLE OF WIGHT NHS TRUST,286.1195652,238.1195652,-,16,32,245.9782609,210.6086957,-,6.402173913,28.9673913,0.859704441,0.884466152,-,0.40013587,0.905230978,2021-Q2.csv,Q2,2021_Q2,0.8597044411417972
2021,September,Y59,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,500.2391304,450.2391304,-,50,-,395.5108696,377.6086957,-,17.90217391,-,0.790643605,0.838684757,-,0.358043478,-,2021-Q2.csv,Q2,2021_Q2,0.7906436053567871
2021,September,Y59,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,1232.130435,1158.51087,-,73.61956522,-,1151.695652,1089.282609,-,62.41304348,-,0.934718939,0.940243754,-,0.847777942,-,2021-Q2.csv,Q2,2021_Q2,0.9347189382591625
2021,September,Y59,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,1275.380435,1212.75,-,62.63043478,-,1019.630435,985.5652174,-,34.06521739,-,0.799471598,0.812669732,-,0.543908365,-,2021-Q2.csv,Q2,2021_Q2,0.7994715984489758
2021,September,Y59,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,1036.826087,990.826087,-,46,-,946.3913043,924.076087,-,22.31521739,-,0.912777289,0.932631972,-,0.485113422,-,2021-Q2.csv,Q2,2021_Q2,0.912777288463422
2021,September,Y59,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,679.3478261,623.3586957,-,55.98913043,-,528.1304348,496.2391304,-,31.89130435,-,0.777408,0.796073166,-,0.569598136,-,2021-Q2.csv,Q2,2021_Q2,0.7774080000106737
2021,September,Y59,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,783.2717391,698.4673913,3.043478261,81.76086957,-,614.7608696,574.576087,0.032608696,40.15217391,-,0.784862825,0.822624068,0.010714286,0.491092794,-,2021-Q2.csv,Q2,2021_Q2,0.7848628246263252
2021,September,Y59,RN7,DARTFORD AND GRAVESHAM NHS TRUST,520.1847826,484.1956522,-,35.98913043,-,492.6195652,461.1521739,-,31.4673913,-,0.947008797,0.952408746,-,0.8743582,-,2021-Q2.csv,Q2,2021_Q2,0.947008797023583
2021,September,Y59,RNU,OXFORD HEALTH NHS FOUNDATION TRUST,531.2065217,134.4021739,8.804347826,-,388,461.0543478,120.3369565,7.902173913,-,332.8152174,0.867938041,0.895349778,0.897530864,-,0.857771179,2021-Q2.csv,Q2,2021_Q2,0.8679380409798158
2021,September,Y59,RPA,MEDWAY NHS FOUNDATION TRUST,546.5108696,500.5108696,-,46,-,402.2717391,377.5978261,-,24.67391304,-,0.736072714,0.754424827,-,0.536389414,-,2021-Q2.csv,Q2,2021_Q2,0.7360727141519237
2021,September,Y59,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,50.44565217,50.44565217,-,-,-,26.59782609,26.59782609,-,-,-,0.527257057,0.527257057,-,-,-,2021-Q2.csv,Q2,2021_Q2,0.5272570567700523
2021,September,Y59,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1047.880435,967.8804348,-,80,-,977.6195652,897.7608696,-,79.85869565,-,0.932949536,0.927553484,-,0.998233696,-,2021-Q2.csv,Q2,2021_Q2,0.9329495356023132
2021,September,Y59,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,533.076087,480.0217391,-,53.05434783,-,458.326087,432.0434783,-,26.2826087,-,0.859776115,0.900049817,-,0.495390289,-,2021-Q2.csv,Q2,2021_Q2,0.8597761148494361
2021,September,Y59,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,651.8586957,618.1413043,-,33.68478261,0.032608696,626.1413043,601.3695652,-,24.77173913,-,0.960547598,0.972867467,-,0.735398516,-,2021-Q2.csv,Q2,2021_Q2,0.9605475978618597
2021,September,Y59,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,1010.543478,960.5434783,-,50,-,882.7173913,841.4021739,-,41.31521739,-,0.873507583,0.875964694,-,0.826304348,-,2021-Q2.csv,Q2,2021_Q2,0.8735075833125113
2021,September,Y59,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,555.2608696,101,-,-,454.2608696,441.1630435,89.86956522,-,-,351.2934783,0.794514917,0.889797675,-,-,0.773329824,2021-Q2.csv,Q2,2021_Q2,0.7945149165973212
2021,September,Y59,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,724.8913043,681.8913043,-,43,-,641.0869565,614.25,-,26.83695652,-,0.884390463,0.900803392,-,0.624115268,-,2021-Q2.csv,Q2,2021_Q2,0.8843904633661916
2021,September,Y59,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,185.3478261,39.34782609,9,-,137,159.2608696,30.2173913,3.532608696,-,125.5108696,0.859254046,0.767955801,0.392512077,-,0.916137734,2021-Q2.csv,Q2,2021_Q2,0.8592540465733578
2021,September,Y59,RX2,SUSSEX PARTNERSHIP NHS FOUNDATION TRUST,578.5,-,10,-,568.5,546.1304348,-,5.25,-,540.8804348,0.944045695,-,0.525,-,0.951416772,2021-Q2.csv,Q2,2021_Q2,0.9440456954191875
2021,September,Y59,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,716.0,691,-,25,-,597.5652174,580.7282609,-,16.83695652,-,0.834588292,0.840417165,-,0.673478261,-,2021-Q2.csv,Q2,2021_Q2,0.8345882924581006
2021,September,Y59,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,550.0,493,-,57,-,538.7173913,492.3586957,-,46.35869565,-,0.979486166,0.99869918,-,0.81331045,-,2021-Q2.csv,Q2,2021_Q2,0.979486166
2021,September,Y59,RXX,SURREY AND BORDERS PARTNERSHIP NHS FOUNDATION TRUST,187.2826087,-,7,-,180.2826087,169.2065217,-,2.467391304,-,166.7391304,0.903482298,-,0.352484472,-,0.924876402,2021-Q2.csv,Q2,2021_Q2,0.9034822980869766
2021,September,Y59,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,431.7173913,-,-,-,431.7173913,380.076087,-,-,-,380.076087,0.880381691,-,-,-,0.880381691,2021-Q2.csv,Q2,2021_Q2,0.8803816910305693
2021,September,Y59,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,1780.054348,1649.706522,-,130.3478261,-,1609.271739,1536.336957,-,72.93478261,-,0.904057644,0.931278949,-,0.559539693,-,2021-Q2.csv,Q2,2021_Q2,0.9040576434130314
2021,September,Y60,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST,188.423913,34.54347826,-,-,153.8804348,169.2717391,30.11956522,-,-,139.1521739,0.898355927,0.871932033,-,-,0.904287632,2021-Q2.csv,Q2,2021_Q2,0.8983559273604513
2021,September,Y60,RBK,WALSALL HEALTHCARE NHS TRUST,476.076087,450.6847826,-,25.39130435,-,422.173913,405.1956522,-,16.97826087,-,0.886778237,0.899066638,-,0.668664384,-,2021-Q2.csv,Q2,2021_Q2,0.8867782367737367
2021,September,Y60,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,491.173913,457.173913,-,34,-,416.5,395.6521739,-,20.84782609,-,0.847968487,0.865430338,-,0.613171355,-,2021-Q2.csv,Q2,2021_Q2,0.8479684872840548
2021,September,Y60,RHA,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,1009.880435,101.9565217,66.86956522,-,841.0543478,897.4021739,84.64130435,54.9673913,-,757.7934783,0.8886222,0.830170576,0.822009103,-,0.901004174,2021-Q2.csv,Q2,2021_Q2,0.8886222000132125
2021,September,Y60,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,498.0108696,452.0108696,-,46,-,387.6521739,351.2282609,-,36.42391304,-,0.77840103,0.777034989,-,0.791824197,-,2021-Q2.csv,Q2,2021_Q2,0.7784010301047454
2021,September,Y60,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,1376.0,1312,-,64,-,1120.326087,1067.315217,-,53.01086957,-,0.81419047,0.813502452,-,0.828294837,-,2021-Q2.csv,Q2,2021_Q2,0.8141904702034883
2021,September,Y60,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,633.9891304,585.9891304,-,48,-,539.9021739,510.3369565,-,29.56521739,-,0.851595316,0.870898332,-,0.615942029,-,2021-Q2.csv,Q2,2021_Q2,0.8515953160890343
2021,September,Y60,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,1108.902174,1033.978261,-,74.92391304,-,1010.630435,1000,-,10.63043478,-,0.911379253,0.967138322,-,0.14188307,-,2021-Q2.csv,Q2,2021_Q2,0.9113792530088412
2021,September,Y60,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,121.2934783,121.2934783,-,-,-,95.52173913,95.52173913,-,-,-,0.787525764,0.787525764,-,-,-,2021-Q2.csv,Q2,2021_Q2,0.787525763699696
2021,September,Y60,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,882.6304348,832.8043478,-,49.82608696,-,750.9891304,712.2065217,-,38.7826087,-,0.850853427,0.855190686,-,0.778359511,-,2021-Q2.csv,Q2,2021_Q2,0.8508534271993133
2021,September,Y60,RLQ,WYE VALLEY NHS TRUST,257.2826087,240.2826087,-,17,-,194.1086957,184.7173913,-,9.391304348,-,0.754457119,0.768750565,-,0.552429668,-,2021-Q2.csv,Q2,2021_Q2,0.7544571188888135
2021,September,Y60,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,345.3913043,328.6413043,-,16.75,-,311.0543478,295.9673913,-,15.08695652,-,0.900585347,0.900578799,-,0.900713822,-,2021-Q2.csv,Q2,2021_Q2,0.9005853474811989
2021,September,Y60,RLY,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,170.0,-,12,-,158,127.2282609,-,8.402173913,-,118.826087,0.748401535,-,0.700181159,-,0.752063841,2021-Q2.csv,Q2,2021_Q2,0.7484015347058823
2021,September,Y60,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,653.5978261,604.5978261,-,49,-,579.173913,552.2391304,-,26.93478261,-,0.886131945,0.913399133,-,0.549689441,-,2021-Q2.csv,Q2,2021_Q2,0.886131945168659
2021,September,Y60,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,535.6521739,486.6521739,-,49,-,496.4347826,467.7717391,-,28.66304348,-,0.926785714,0.961203431,-,0.584960071,-,2021-Q2.csv,Q2,2021_Q2,0.9267857142920484
2021,September,Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,747.3478261,677.3478261,-,70,-,601.3478261,564.75,-,36.59782609,-,0.804642504,0.833766609,-,0.522826087,-,2021-Q2.csv,Q2,2021_Q2,0.8046425039303396
2021,September,Y60,RP1,NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST,338.3043478,131.3043478,-,-,207,294.0978261,97.20652174,-,-,196.8913043,0.869329135,0.74031457,-,-,0.951165721,2021-Q2.csv,Q2,2021_Q2,0.869329135178203
2021,September,Y60,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,188.0,-,-,-,188,148.3913043,-,-,-,148.3913043,0.789315449,-,-,-,0.789315449,2021-Q2.csv,Q2,2021_Q2,0.7893154484042554
2021,September,Y60,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,392.2608696,269.3586957,-,100.9021739,22,280.1304348,193.2173913,-,71.59782609,15.31521739,0.714143205,0.717323756,-,0.709576645,0.696146245,2021-Q2.csv,Q2,2021_Q2,0.7141432054786838
2021,September,Y60,RRE,MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST,444.3695652,145,12,-,287.3695652,381.7065217,117.6521739,10.69565217,-,253.3586957,0.858984394,0.811394303,0.891304348,-,0.881647628,2021-Q2.csv,Q2,2021_Q2,0.8589843940554369
2021,September,Y60,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,118.9565217,118.9565217,-,-,-,74.17391304,74.17391304,-,-,-,0.623538012,0.623538012,-,-,-,2021-Q2.csv,Q2,2021_Q2,0.6235380118717779
2021,September,Y60,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,2602.402174,2463.923913,-,138.4782609,-,2532.304348,2412.847826,-,119.4565217,-,0.973064184,0.979270428,-,0.862637363,-,2021-Q2.csv,Q2,2021_Q2,0.9730641840449064
2021,September,Y60,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,1445.98913,1343.532609,-,102.4565217,-,1189.608696,1129.771739,-,59.83695652,-,0.822695462,0.840896404,-,0.584022915,-,2021-Q2.csv,Q2,2021_Q2,0.8226954624479094
2021,September,Y60,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,1186.706522,1022.706522,-,164,-,952.826087,832.0326087,-,120.7934783,-,0.802916365,0.813559502,-,0.736545599,-,2021-Q2.csv,Q2,2021_Q2,0.8029163650286234
2021,September,Y60,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,1680.130435,1556.130435,-,124,-,1479.228261,1401.532609,-,77.69565217,-,0.880424656,0.900652399,-,0.62657784,-,2021-Q2.csv,Q2,2021_Q2,0.8804246564344869
2021,September,Y60,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,800.1521739,738.1521739,-,62,-,679.7391304,633.7391304,-,46,-,0.849512321,0.858548078,-,0.741935484,-,2021-Q2.csv,Q2,2021_Q2,0.8495123209962699
2021,September,Y60,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,1682.304348,1562.195652,-,120.1086957,-,1393.652174,1318.032609,-,75.61956522,-,0.828418577,0.843705209,-,0.62959276,-,2021-Q2.csv,Q2,2021_Q2,0.8284185769696413
2021,September,Y60,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,655.5326087,593.5326087,-,62,-,581.2826087,541.3478261,-,39.93478261,-,0.886733323,0.912077649,-,0.644109397,-,2021-Q2.csv,Q2,2021_Q2,0.8867333233853207
2021,September,Y60,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,232.6304348,-,-,-,232.6304348,192.923913,-,-,-,192.923913,0.829315017,-,-,-,0.829315017,2021-Q2.csv,Q2,2021_Q2,0.8293150170392065
2021,September,Y60,RXT,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,661.6304348,-,-,-,661.6304348,622.2826087,-,-,-,622.2826087,0.940528996,-,-,-,0.940528996,2021-Q2.csv,Q2,2021_Q2,0.9405289962033047
2021,September,Y60,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,754.3804348,717.3804348,-,37,-,646.7282609,624.7934783,-,21.93478261,-,0.857297235,0.870937438,-,0.592831962,-,2021-Q2.csv,Q2,2021_Q2,0.8572972350104221
2021,September,Y60,RY5,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,,-,-,-,-,,-,-,-,-,-,-,-,-,-,2021-Q2.csv,Q2,2021_Q2,
2021,September,Y60,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,45.70652174,-,9.413043478,-,36.29347826,21.45652174,-,5.445652174,-,16.01086957,0.469441141,-,0.57852194,-,0.441150045,2021-Q2.csv,Q2,2021_Q2,0.4694411415083103
2021,September,Y60,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,320.0,-,70,-,250,252.1086957,-,50.38043478,-,201.7282609,0.787839674,-,0.719720497,-,0.806913043,2021-Q2.csv,Q2,2021_Q2,0.7878396740625
2021,September,Y60,RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,135.2826087,135.2826087,-,-,-,91.34782609,91.34782609,-,-,-,0.675237024,0.675237024,-,-,-,2021-Q2.csv,Q2,2021_Q2,0.6752370239442315
2021,September,Y60,TAJ,BLACK COUNTRY HEALTHCARE NHS FOUNDATION TRUST,309.0108696,-,29,-,280.0108696,268.3695652,-,20.2826087,-,248.0869565,0.86847937,-,0.6994003,-,0.885990451,2021-Q2.csv,Q2,2021_Q2,0.8684793695037064
2021,September,Y61,R1L,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,694.5217391,86,10,-,598.5217391,629.6847826,78.56521739,7.630434783,-,543.4891304,0.906645173,0.913549039,0.763043478,-,0.908052448,2021-Q2.csv,Q2,2021_Q2,0.9066451734339959
2021,September,Y61,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,1865.565217,1722.565217,-,143,-,1602.304348,1518.413043,-,83.89130435,-,0.858884124,0.881483632,-,0.586652478,-,2021-Q2.csv,Q2,2021_Q2,0.8588841244460229
2021,September,Y61,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,1075.51087,972.9456522,-,102.5652174,-,1000.978261,910.7608696,-,90.2173913,-,0.930700274,0.936086068,-,0.879610004,-,2021-Q2.csv,Q2,2021_Q2,0.9307002736290335
2021,September,Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",524.5543478,505.4130435,-,19.14130435,-,468.7391304,456.173913,-,12.56521739,-,0.893594977,0.902576455,-,0.656445202,-,2021-Q2.csv,Q2,2021_Q2,0.8935949770808478
2021,September,Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,503.1086957,465.0869565,-,38.02173913,-,438.4782609,405.3152174,-,33.16304348,-,0.87153783,0.871482659,-,0.872212693,-,2021-Q2.csv,Q2,2021_Q2,0.8715378299910391
2021,September,Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,1215.25,1151.228261,-,64.02173913,-,1069.423913,1027.021739,-,42.40217391,-,0.88000322,0.892109562,-,0.662308998,-,2021-Q2.csv,Q2,2021_Q2,0.8800032199135981
2021,September,Y61,RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,236.5543478,236.5543478,-,-,-,163.9456522,163.9456522,-,-,-,0.693057023,0.693057023,-,-,-,2021-Q2.csv,Q2,2021_Q2,0.6930570235750282
2021,September,Y61,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,984.75,875.75,-,109,-,807.1195652,759.7282609,-,47.39130435,-,0.819618751,0.867517283,-,0.434782609,-,2021-Q2.csv,Q2,2021_Q2,0.8196187511551155
2021,September,Y61,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,468.0,436,-,32,-,364.423913,350.9782609,-,13.44565217,-,0.778683575,0.804996011,-,0.42017663,-,2021-Q2.csv,Q2,2021_Q2,0.7786835747863249
2021,September,Y61,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,458.75,389.6304348,-,69.11956522,-,349.3152174,338.5108696,-,10.80434783,-,0.761450065,0.868799866,-,0.156313886,-,2021-Q2.csv,Q2,2021_Q2,0.7614500651771117
